Brand,Model,KM_Driven,Fuel,Seller_Type,Transmission,Owner
Skoda,Skoda Yeti Ambition 4WD,80000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Zen LXi BSII,80000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Verna CRDi 1.6 EX,24000,Diesel,Individual,Manual,First Owner
Ford,Ford Aspire Titanium Diesel BSIV,21170,Diesel,Dealer,Manual,First Owner
BMW,BMW 3 Series 320d Sport,167223,Diesel,Dealer,Automatic,First Owner
Maruti,Maruti Ertiga SHVS ZDI Plus,40000,Diesel,Individual,Manual,First Owner
BMW,BMW X1 sDrive 20d Exclusive,60000,Diesel,Individual,Automatic,First Owner
Toyota,Toyota Innova Crysta 2.4 VX MT,141440,Diesel,Dealer,Manual,First Owner
Chevrolet,Chevrolet Tavera Neo 3 10 Seats BSIV,120000,Diesel,Individual,Manual,Third Owner
Mitsubishi,Mitsubishi Outlander 2.4,140000,Petrol,Individual,Automatic,First Owner
Mahindra,Mahindra XUV500 W8 2WD,212814,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Baleno Alpha 1.3,30000,Diesel,Individual,Manual,First Owner
Ford,Ford Figo Aspire 1.5 TDCi Titanium,88635,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,25000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai i20 1.2 Spotz,20000,Petrol,Individual,Manual,Second Owner
Renault,Renault Duster 110PS Diesel RxZ,110000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Swift Vdi BSIII,120000,Diesel,Individual,Manual,Third Owner
Ford,Ford Endeavour Titanium 4X2,149674,Diesel,Dealer,Manual,Second Owner
Mahindra,Mahindra Scorpio 2.6 Turbo 9 Str,100000,Diesel,Individual,Manual,Third Owner
Maruti,Maruti Baleno Vxi,120000,Petrol,Individual,Manual,Third Owner
Tata,Tata Indica DLX,120000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Verna CRDi 1.6 EX,25000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Wagon R VXI BS IV,35000,Petrol,Individual,Manual,Second Owner
Tata,Tata Indica LSI,40000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,60000,Diesel,Individual,Manual,Second Owner
Toyota,Toyota Etios Liva GD,50000,Diesel,Individual,Manual,Second Owner
Tata,Tata Nano STD,25000,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai,Hyundai Grand i10 Sportz,25000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Grand i10 1.2 CRDi Asta,8000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Ertiga SHVS VDI,60000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Bolero SLX,200000,Diesel,Individual,Manual,Third Owner
Mahindra,Mahindra Scorpio S7 140 BSIV,20000,Diesel,Individual,Manual,First Owner
Volkswagen,Volkswagen Polo Petrol Comfortline 1.2L,100000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Xcent 1.1 CRDi Base,70000,Diesel,Individual,Manual,Second Owner
Chevrolet,Chevrolet Beat Diesel PS,68000,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Swift ZXi BSIV,38000,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Ritz VDi,80000,Diesel,Dealer,Manual,First Owner
Tata,Tata Indigo CS Emax CNG GLX,72000,CNG,Dealer,Manual,First Owner
Maruti,Maruti Eeco 5 STR With AC Plus HTR CNG,75000,CNG,Dealer,Manual,First Owner
Maruti,Maruti Estilo LXI,43000,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Swift VXI with ABS,120000,Petrol,Individual,Manual,Second Owner
Tata,Tata Zest Quadrajet 1.3 XM,100000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift VDI BSIV,163000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto K10 VXI AGS Optional,25000,Petrol,Individual,Automatic,First Owner
Maruti,Maruti Alto LX,25000,Petrol,Individual,Manual,First Owner
Maruti,Maruti SX4 Vxi BSIII,90000,Petrol,Individual,Manual,Second Owner
Mahindra,Mahindra Scorpio SLE BSIV,70000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Santro Xing GLS CNG,98000,CNG,Individual,Manual,Second Owner
Chevrolet,Chevrolet Cruze LTZ,81925,Diesel,Individual,Manual,First Owner
Ford,Ford Figo Diesel Celebration Edition,80000,Diesel,Individual,Manual,Second Owner
Renault,Renault KWID RXT Optional,40000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,90000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai EON Era Plus,46000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra XUV500 W6 2WD,80000,Diesel,Individual,Manual,First Owner
Renault,Renault KWID 1.0 RXT Optional,35000,Petrol,Individual,Manual,First Owner
Skoda,Skoda Rapid 1.5 TDI AT Style BSIV,82080,Diesel,Individual,Automatic,First Owner
Mahindra,Mahindra XUV500 W8 2WD,200000,Diesel,Individual,Manual,First Owner
Chevrolet,Chevrolet Spark 1.0,70000,Petrol,Individual,Manual,First Owner
Maruti,Maruti 800 AC,40000,Petrol,Individual,Manual,Third Owner
Chevrolet,Chevrolet Tavera Neo 3 10 Seats BSIV,120000,Diesel,Individual,Manual,Third Owner
Ford,Ford Fiesta 1.6 ZXi Duratec,60000,Petrol,Individual,Manual,Third Owner
Maruti,Maruti Ertiga VDI,110000,Diesel,Individual,Manual,First Owner
Tata,Tata Manza Aura Quadrajet BS IV,97000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Swift VVT VXI,30000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai i20 Sportz Petrol,40000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Grand i10 1.2 Kappa Asta,10000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Zen Estilo VXI BSIV,52047,Petrol,Individual,Manual,First Owner
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,200000,Diesel,Individual,Manual,Third Owner
Tata,Tata Tiago 1.2 Revotron XZA,15000,Petrol,Individual,Automatic,Second Owner
Maruti,Maruti Vitara Brezza ZDi,50000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift VXI BSIII,70000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Swift VXI BSIV,10000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift VDI BSIV,90000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto 800 LXI,40000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Wagon R LXI,62009,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai i20 Active 1.2 S,33100,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai EON Era Plus,40000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Santro GLS I - Euro I,120000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Wagon R LXI Minor,80000,Petrol,Individual,Manual,First Owner
Tata,Tata Safari Storme VX,70000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Scorpio REV 116,220000,Petrol,Individual,Manual,Second Owner
Mahindra,Mahindra Bolero SLX,50000,Diesel,Individual,Manual,First Owner
Datsun,Datsun GO Plus A,45000,Petrol,Individual,Manual,Second Owner
Toyota,Toyota Fortuner 4x4 MT,110000,Diesel,Individual,Manual,First Owner
Ford,Ford Ecosport 1.5 DV5 MT Titanium,49000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra XUV500 W11 AT BSIV,35000,Diesel,Individual,Automatic,First Owner
Mahindra,Mahindra Supro VX 8 Str,160000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto LX,180000,Petrol,Individual,Manual,Third Owner
Maruti,Maruti 800 AC,60000,Petrol,Individual,Manual,Second Owner
Ford,Ford Endeavour 2.5L 4X2 MT,110000,Diesel,Individual,Manual,Third Owner
Maruti,Maruti Wagon R LXI,60000,Petrol,Individual,Manual,Third Owner
Maruti,Maruti Alto 800 VXI,30000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra KUV 100 D75 K2,40000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift Glam,70000,Petrol,Individual,Manual,First Owner
Tata,Tata New Safari DICOR 2.2 EX 4x2,120000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Swift Dzire VDI,80000,Diesel,Individual,Manual,Third Owner
Toyota,Toyota Fortuner 4x4 MT,120000,Diesel,Individual,Manual,First Owner
Honda,Honda Brio 1.2 VX MT,20000,Petrol,Individual,Manual,First Owner
Honda,Honda Brio 1.2 VX MT,22000,Petrol,Individual,Manual,First Owner
Chevrolet,Chevrolet Spark 1.0 LS,35000,Petrol,Individual,Manual,Second Owner
Chevrolet,Chevrolet Sail Hatchback LS ABS,120000,Diesel,Individual,Manual,Second Owner
Tata,Tata Tiago NRG Petrol,8000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Ritz VDi,40000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Vitara Brezza ZDi Plus,10000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Santro Era,30000,Petrol,Individual,Manual,First Owner
Ford,Ford Endeavour 2.5L 4X2 MT,54000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Verna 1.4 VTVT,80577,Petrol,Individual,Manual,First Owner
Honda,Honda City i-DTEC V,25000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Verna 1.6 CRDI,127500,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai EON D Lite Plus,40903,Petrol,Dealer,Manual,First Owner
Ford,Ford Figo Petrol Titanium,60000,Petrol,Individual,Manual,Third Owner
Maruti,Maruti Wagon R VXI,46000,Petrol,Individual,Manual,First Owner
Ford,Ford Endeavour 4x4 XLT,22288,Diesel,Dealer,Manual,Second Owner
Volkswagen,Volkswagen Jetta 2.0 TDI Trendline,180000,Diesel,Individual,Manual,Second Owner
Volkswagen,Volkswagen Polo 1.5 TDI Highline,30000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Grand i10 Sportz,61690,Petrol,Dealer,Manual,First Owner
Hyundai,Hyundai i20 Asta 1.2,64484,Petrol,Dealer,Manual,First Owner
Audi,Audi Q5 2.0 TDI,90000,Diesel,Individual,Automatic,Second Owner
Renault,Renault Duster 85PS Diesel RxE,75976,Diesel,Dealer,Manual,Second Owner
Ford,Ford Figo Diesel Titanium,70000,Diesel,Individual,Manual,Second Owner
Honda,Honda Brio E MT,85962,Petrol,Dealer,Manual,Second Owner
Maruti,Maruti Omni E MPI STD BS IV,120000,Petrol,Individual,Manual,First Owner
Honda,Honda Mobilio V i DTEC,120000,Diesel,Individual,Manual,First Owner
Honda,Honda Brio S Option AT,75000,Petrol,Individual,Automatic,Second Owner
Honda,Honda Accord 2.4 MT,57035,Petrol,Dealer,Manual,First Owner
Mahindra,Mahindra Bolero SLX,70000,Diesel,Individual,Manual,Third Owner
Ford,Ford Figo 1.2P Ambiente MT,45000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra XUV500 W6 2WD,72104,Diesel,Dealer,Manual,Second Owner
Tata,Tata Nano Lx,15000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai i20 Active 1.2 SX,30000,Petrol,Individual,Manual,First Owner
Tata,Tata Indigo LS Dicor,80000,Diesel,Individual,Manual,First Owner
Tata,Tata Indica Vista Terra 1.4 TDI,164000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Alto LX,124439,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Zen VXI,77000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Swift Dzire VDI,90000,Diesel,Individual,Manual,First Owner
Renault,Renault KWID 1.0 RXT Optional,30000,Petrol,Individual,Manual,First Owner
Chevrolet,Chevrolet Beat LS,50000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift VDI,80000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Alto 800 LXI,5000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Wagon R AMT VXI,24000,Petrol,Individual,Automatic,First Owner
Tata,Tata Tiago NRG Petrol,10000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Ertiga SHVS VDI,78000,Diesel,Individual,Manual,Third Owner
Mahindra,Mahindra TUV 300 T4 Plus,50000,Diesel,Individual,Manual,First Owner
Maruti,Maruti 800 AC BSII,100000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Omni MPI STD BSIV,20000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Santro Magna BSIV,1250,Petrol,Individual,Manual,First Owner
Tata,Tata Zest Revotron 1.2 XT,17152,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra XUV500 W11 Option AT AWD,5000,Diesel,Individual,Automatic,First Owner
Volkswagen,Volkswagen Polo Diesel Trendline 1.2L,77000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Verna CRDi,90000,Diesel,Individual,Manual,Second Owner
Chevrolet,Chevrolet Beat LS,80000,Petrol,Individual,Manual,Second Owner
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater,65000,Diesel,Individual,Manual,First Owner
Tata,Tata Indica Vista Quadrajet LX,80000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai EON Era Plus,24005,Petrol,Individual,Manual,First Owner
Maruti,Maruti Vitara Brezza ZDi Plus,20000,Diesel,Individual,Manual,First Owner
Renault,Renault Duster 85PS Diesel RxL,120000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai i10 Era 1.1,120000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Swift Dzire ZDI,80000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift 1.3 VXi,80000,Petrol,Individual,Manual,First Owner
Renault,Renault Duster 110PS Diesel RxZ,100000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto LX,120000,Petrol,Individual,Manual,Second Owner
Ford,Ford Figo Diesel ZXI,149000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Wagon R LXI BSIII,65000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Swift Ldi BSIV,100000,Diesel,Individual,Manual,Second Owner
Volkswagen,Volkswagen Vento Diesel Highline,65000,Diesel,Individual,Manual,Second Owner
Datsun,Datsun GO Plus T Option BSIV,19000,Petrol,Individual,Manual,Second Owner
Chevrolet,Chevrolet Beat LT,80000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Alto K10 VXI Airbag,30000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift VDI,109000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai EON LPG Magna Plus,90000,LPG,Individual,Manual,First Owner
Maruti,Maruti Alto LX,90000,Petrol,Individual,Manual,First Owner
Volkswagen,Volkswagen Vento Diesel Highline,65000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Swift Vdi BSIII,110000,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra Bolero DI DX 7 Seater,120000,Diesel,Individual,Manual,First Owner
Honda,Honda Mobilio V i DTEC,44000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Ertiga BSIV ZXI,80000,Petrol,Individual,Manual,First Owner
Honda,Honda BR-V i-VTEC S MT,5000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai i20 Magna 1.2,61000,Petrol,Individual,Manual,First Owner
Toyota,Toyota Etios VD,100000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai i10 Era 1.1,27633,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift Vdi BSIII,100000,Diesel,Individual,Manual,Third Owner
Hyundai,Hyundai Santro Xing GLS Audio LPG,100000,LPG,Individual,Manual,First Owner
Ford,Ford Figo 1.2P Titanium MT,12586,Petrol,Dealer,Manual,First Owner
Fiat,Fiat Avventura Urban Cross 1.3 Multijet Emotion,38083,Diesel,Dealer,Manual,First Owner
Ford,Ford Figo Diesel ZXI,55328,Diesel,Dealer,Manual,First Owner
Ford,Ford Figo Diesel Titanium,81632,Diesel,Dealer,Manual,First Owner
Ford,Ford Aspire Titanium Diesel BSIV,155201,Diesel,Dealer,Manual,First Owner
Ford,Ford EcoSport 1.5 TDCi Titanium BSIV,93283,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Swift Ldi BSIII,217871,Diesel,Dealer,Manual,First Owner
Ford,Ford Fiesta Classic 1.4 Duratorq CLXI,90165,Diesel,Dealer,Manual,First Owner
Ford,Ford Ecosport 1.5 DV5 MT Titanium,101504,Diesel,Dealer,Manual,First Owner
Ford,Ford Figo Titanium Diesel BSIV,86017,Diesel,Dealer,Manual,Second Owner
Mahindra,Mahindra XUV500 W8 2WD,85036,Diesel,Dealer,Manual,Second Owner
Ford,Ford Ikon 1.3L Rocam Flair,91086,Petrol,Dealer,Manual,Second Owner
Fiat,Fiat Punto 1.3 Emotion,160254,Diesel,Dealer,Manual,Second Owner
Ford,Ford EcoSport 1.5 TDCi Titanium BSIV,125531,Diesel,Dealer,Manual,Second Owner
Honda,Honda WR-V i-DTEC V,60000,Diesel,Individual,Manual,First Owner
Skoda,Skoda Laura L n K 1.9 PD,100000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Ritz LDi,90000,Diesel,Individual,Manual,Third Owner
Mahindra,Mahindra Xylo D2,120000,Diesel,Individual,Manual,Second Owner
Honda,Honda City i DTEC S,82000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Scorpio 1.99 S4,60000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Baleno Alpha 1.2,24000,Petrol,Individual,Manual,First Owner
Tata,Tata Indigo Grand Dicor,120000,Diesel,Individual,Manual,First Owner
Honda,Honda Amaze EX i-Dtech,65000,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Swift VDI,65000,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai Creta 1.6 CRDi SX Plus,84000,Diesel,Dealer,Manual,First Owner
Toyota,Toyota Etios GD SP,75000,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Swift VDI,50000,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Alto LX,50000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Wagon R LXI Minor,49000,Petrol,Dealer,Manual,First Owner
Maruti,Maruti SX4 S Cross DDiS 320 Delta,560000,Diesel,Dealer,Manual,First Owner
Renault,Renault KWID RXT,14365,Petrol,Dealer,Manual,First Owner
Toyota,Toyota Fortuner 2.8 4WD AT BSIV,41000,Diesel,Individual,Automatic,First Owner
Hyundai,Hyundai Verna 1.6 SX,65000,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Ciaz VDi Option SHVS,65000,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,61083,Diesel,Dealer,Manual,First Owner
Toyota,Toyota Innova 2.5 VX (Diesel) 8 Seater,75000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,72000,Diesel,Dealer,Manual,First Owner
Renault,Renault Duster 110PS Diesel RxL,65000,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai Tucson 2.0 e-VGT 2WD MT,55000,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai EON Era Plus,21000,Petrol,Dealer,Manual,Second Owner
Jaguar,Jaguar XF 5.0 Litre V8 Petrol,66363,Petrol,Dealer,Automatic,Second Owner
Hyundai,Hyundai Creta 1.6 VTVT AT SX Plus,11700,Petrol,Dealer,Automatic,First Owner
Hyundai,Hyundai Verna VTVT 1.6 AT SX Option,10000,Petrol,Individual,Automatic,First Owner
Mercedes-Benz,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,100000,Diesel,Individual,Automatic,Second Owner
Maruti,Maruti Swift ZXI BSIV,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,Maruti S-Cross Zeta DDiS 200 SH,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai,Hyundai Verna 1.6 VTVT SX,55340,Petrol,Trustmark Dealer,Manual,First Owner
Volkswagen,Volkswagen Polo GTI,20000,Petrol,Dealer,Automatic,Second Owner
Renault,Renault Pulse RxL,61585,Diesel,Trustmark Dealer,Manual,First Owner
Maruti,Maruti Celerio VXI AMT BSIV,39415,Petrol,Trustmark Dealer,Automatic,Second Owner
Honda,Honda Brio V MT,29654,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,Maruti Baleno Alpha 1.3,64672,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai,Hyundai Creta 1.6 SX Automatic Diesel,54634,Diesel,Trustmark Dealer,Automatic,Second Owner
Honda,Honda City i VTEC V,66521,Petrol,Trustmark Dealer,Manual,First Owner
Toyota,Toyota Innova Crysta 2.4 GX AT,23974,Diesel,Dealer,Automatic,Second Owner
BMW,BMW 3 Series 320d Luxury Line,43000,Diesel,Dealer,Automatic,First Owner
Renault,Renault Duster 85PS Diesel RxL,1000,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,10000,Diesel,Dealer,Automatic,First Owner
Audi,Audi A4 3.0 TDI Quattro,86000,Diesel,Dealer,Automatic,First Owner
BMW,BMW X5 xDrive 30d xLine,30000,Diesel,Dealer,Automatic,First Owner
Hyundai,Hyundai Creta 1.6 CRDi SX,52600,Diesel,Individual,Manual,First Owner
Maruti,Maruti SX4 Vxi BSIV,110000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,19890,Petrol,Dealer,Automatic,First Owner
Maruti,Maruti Swift ZXI BSIV,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,Maruti Ertiga VXI,11918,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai,Hyundai Grand i10 Magna AT,10510,Petrol,Dealer,Automatic,First Owner
Chevrolet,Chevrolet Beat LT Option,41000,Petrol,Dealer,Manual,First Owner
Toyota,Toyota Fortuner 4x2 AT,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti,Maruti S-Cross Zeta DDiS 200 SH,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai,Hyundai i10 Magna,49824,Petrol,Dealer,Manual,First Owner
Audi,Audi A6 2.0 TDI Premium Plus,58500,Diesel,Dealer,Automatic,First Owner
Hyundai,Hyundai Santro GS,56580,Petrol,Dealer,Manual,First Owner
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,52000,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai Verna 1.6 VTVT SX,55340,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,46507,Diesel,Trustmark Dealer,Manual,First Owner
Renault,Renault Duster 85PS Diesel RxL,1000,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,10000,Diesel,Dealer,Automatic,First Owner
Audi,Audi A4 3.0 TDI Quattro,86000,Diesel,Dealer,Automatic,First Owner
BMW,BMW X5 xDrive 30d xLine,30000,Diesel,Dealer,Automatic,First Owner
Hyundai,Hyundai Creta 1.6 CRDi SX,52600,Diesel,Individual,Manual,First Owner
Maruti,Maruti SX4 Vxi BSIV,110000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,19890,Petrol,Dealer,Automatic,First Owner
Maruti,Maruti Swift ZXI BSIV,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,Maruti Ertiga VXI,11918,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai,Hyundai Grand i10 Magna AT,10510,Petrol,Dealer,Automatic,First Owner
Chevrolet,Chevrolet Beat LT Option,41000,Petrol,Dealer,Manual,First Owner
Toyota,Toyota Fortuner 4x2 AT,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti,Maruti S-Cross Zeta DDiS 200 SH,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai,Hyundai i10 Magna,49824,Petrol,Dealer,Manual,First Owner
