Brand,Model,Year,Selling_Price
Toyota,Toyota Etios VD,2011,450000
Hyundai,Hyundai i10 Era 1.1,2009,270000
Maruti,Maruti Swift Vdi BSIII,2010,310000
Hyundai,Hyundai Santro Xing GLS Audio LPG,2012,250000
Ford,Ford Figo 1.2P Titanium MT,2019,700000
Fiat,Fiat Avventura Urban Cross 1.3 Multijet Emotion,2018,650000
Ford,Ford Figo Diesel ZXI,2012,400000
Ford,Ford Figo Diesel Titanium,2012,425000
Ford,Ford Aspire Titanium Diesel BSIV,2016,600000
Ford,Ford EcoSport 1.5 TDCi Titanium BSIV,2013,600000
Maruti,Maruti Swift Ldi BSIII,2009,300000
Ford,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,450000
Ford,Ford Ecosport 1.5 DV5 MT Titanium,2014,750000
Ford,Ford Figo Titanium Diesel BSIV,2010,325000
Mahindra,Mahindra XUV500 W8 2WD,2013,900000
Ford,Ford Ikon 1.3L Rocam Flair,2006,180000
Fiat,Fiat Punto 1.3 Emotion,2013,350000
Ford,Ford EcoSport 1.5 TDCi Titanium BSIV,2013,600000
Honda,Honda WR-V i-DTEC V,2019,900000
Skoda,Skoda Laura L n K 1.9 PD,2006,350000
Maruti,Maruti Ritz LDi,2013,280000
Mahindra,Mahindra Xylo D2,2009,225000
Honda,Honda City i DTEC S,2014,520000
Mahindra,Mahindra Scorpio 1.99 S4,2016,509999
Maruti,Maruti Baleno Alpha 1.2,2019,556000
Tata,Tata Indigo Grand Dicor,2014,225000
Honda,Honda Amaze EX i-Dtech,2013,325000
Maruti,Maruti Swift VDI,2013,365000
Hyundai,Hyundai Creta 1.6 CRDi SX Plus,2015,850000
Toyota,Toyota Etios GD SP,2013,350000
Maruti,Maruti Swift VDI,2007,225000
Maruti,Maruti Alto LX,2011,135000
Maruti,Maruti Wagon R LXI Minor,2007,140000
Maruti,Maruti SX4 S Cross DDiS 320 Delta,2016,665000
Renault,Renault KWID RXT,2015,275000
Toyota,Toyota Fortuner 2.8 4WD AT BSIV,2017,2750000
Hyundai,Hyundai Verna 1.6 SX,2013,484999
Maruti,Maruti Ciaz VDi Option SHVS,2015,565000
Maruti,Maruti Swift Dzire VDI,2013,425000
Toyota,Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,925000
Mahindra,Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,2012,565000
Renault,Renault Duster 110PS Diesel RxL,2014,525000
Hyundai,Hyundai Tucson 2.0 e-VGT 2WD MT,2017,1650000
Hyundai,Hyundai EON Era Plus,2015,295000
Jaguar,Jaguar XF 5.0 Litre V8 Petrol,2012,2050000
Hyundai,Hyundai Creta 1.6 VTVT AT SX Plus,2018,1475000
Hyundai,Hyundai Verna VTVT 1.6 AT SX Option,2017,1100000
Mercedes-Benz,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,4400000
Maruti,Maruti Swift ZXI BSIV,2016,670000
Maruti,Maruti S-Cross Zeta DDiS 200 SH,2015,750000
Hyundai,Hyundai Verna 1.6 VTVT SX,2015,760000
Volkswagen,Volkswagen Polo GTI,2017,850000
Renault,Renault Pulse RxL,2015,390000
Maruti,Maruti Celerio VXI AMT BSIV,2016,450000
Honda,Honda Brio V MT,2014,425000
Maruti,Maruti Baleno Alpha 1.3,2016,770000
Hyundai,Hyundai Creta 1.6 SX Automatic Diesel,2015,1150000
Honda,Honda City i VTEC V,2015,775000
Toyota,Toyota Innova Crysta 2.4 GX AT,2018,1725000
BMW,BMW 3 Series 320d Luxury Line,2016,2150000
Renault,Renault Duster 85PS Diesel RxL,2013,450000
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,2018,3800000
Audi,Audi A4 3.0 TDI Quattro,2013,1580000
BMW,BMW X5 xDrive 30d xLine,2019,4950000
Hyundai,Hyundai Creta 1.6 CRDi SX,2016,535000
Maruti,Maruti SX4 Vxi BSIV,2012,225000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000
Maruti,Maruti Swift ZXI BSIV,2016,670000
Maruti,Maruti Ertiga VXI,2015,625000
Hyundai,Hyundai Grand i10 Magna AT,2017,520000
Chevrolet,Chevrolet Beat LT Option,2016,239000
Toyota,Toyota Fortuner 4x2 AT,2017,2600000
Maruti,Maruti S-Cross Zeta DDiS 200 SH,2015,750000
Hyundai,Hyundai i10 Magna,2012,229999
Audi,Audi A6 2.0 TDI Premium Plus,2013,1300000
Hyundai,Hyundai Santro GS,2005,80000
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000
Hyundai,Hyundai Verna 1.6 VTVT SX,2015,760000
Maruti,Maruti Swift Dzire VDI,2017,600000
Renault,Renault Duster 85PS Diesel RxL,2013,450000
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,2018,3800000
Audi,Audi A4 3.0 TDI Quattro,2013,1580000
BMW,BMW X5 xDrive 30d xLine,2019,4950000
Hyundai,Hyundai Creta 1.6 CRDi SX,2016,535000
Maruti,Maruti SX4 Vxi BSIV,2012,225000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000
Maruti,Maruti Swift ZXI BSIV,2016,670000
Maruti,Maruti Ertiga VXI,2015,625000
Hyundai,Hyundai Grand i10 Magna AT,2017,520000
Chevrolet,Chevrolet Beat LT Option,2016,239000
Toyota,Toyota Fortuner 4x2 AT,2017,2600000
Maruti,Maruti S-Cross Zeta DDiS 200 SH,2015,750000
Hyundai,Hyundai i10 Magna,2012,229999
Audi,Audi A6 2.0 TDI Premium Plus,2013,1300000
Hyundai,Hyundai Santro GS,2005,80000
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000
Hyundai,Hyundai Verna 1.6 VTVT SX,2015,760000
Maruti,Maruti Swift Dzire VDI,2017,600000
Renault,Renault Duster 85PS Diesel RxL,2013,450000
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,2018,3800000
Audi,Audi A4 3.0 TDI Quattro,2013,1580000
BMW,BMW X5 xDrive 30d xLine,2019,4950000
Hyundai,Hyundai Creta 1.6 CRDi SX,2016,535000
Maruti,Maruti SX4 Vxi BSIV,2012,225000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000
Maruti,Maruti Swift ZXI BSIV,2016,670000
Maruti,Maruti Ertiga VXI,2015,625000
Hyundai,Hyundai Grand i10 Magna AT,2017,520000
Chevrolet,Chevrolet Beat LT Option,2016,239000
Toyota,Toyota Fortuner 4x2 AT,2017,2600000
Maruti,Maruti S-Cross Zeta DDiS 200 SH,2015,750000
Hyundai,Hyundai i10 Magna,2012,229999
Audi,Audi A6 2.0 TDI Premium Plus,2013,1300000
Hyundai,Hyundai Santro GS,2005,80000
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000
Hyundai,Hyundai Verna 1.6 VTVT SX,2015,760000
Maruti,Maruti Swift Dzire VDI,2017,600000
Renault,Renault Duster 85PS Diesel RxL,2013,450000
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,2018,3800000
Audi,Audi A4 3.0 TDI Quattro,2013,1580000
BMW,BMW X5 xDrive 30d xLine,2019,4950000
Hyundai,Hyundai Creta 1.6 CRDi SX,2016,535000
Maruti,Maruti SX4 Vxi BSIV,2012,225000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000
Maruti,Maruti Swift ZXI BSIV,2016,670000
Maruti,Maruti Ertiga VXI,2015,625000
Hyundai,Hyundai Grand i10 Magna AT,2017,520000
Chevrolet,Chevrolet Beat LT Option,2016,239000
Toyota,Toyota Fortuner 4x2 AT,2017,2600000
Maruti,Maruti S-Cross Zeta DDiS 200 SH,2015,750000
Hyundai,Hyundai i10 Magna,2012,229999
Audi,Audi A6 2.0 TDI Premium Plus,2013,1300000
Hyundai,Hyundai Santro GS,2005,80000
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000
Hyundai,Hyundai Verna 1.6 VTVT SX,2015,760000
Maruti,Maruti Swift Dzire VDI,2017,600000
Hyundai,Hyundai i20 Sportz 1.2,2013,350000
Maruti,Maruti Alto 800 LXI,2014,114999
Hyundai,Hyundai i20 Sportz 1.2,2013,380000
Maruti,Maruti Gypsy E MG410W ST,1995,95000
Mahindra,Mahindra Scorpio 1.99 S6 Plus,2016,900000
Chevrolet,Chevrolet Beat LT,2012,200999
Maruti,Maruti Omni E MPI STD BS IV,2014,229999
Tata,Tata Nexon 1.5 Revotorq XZ,2019,800000
Mahindra,Mahindra Verito 1.5 D4 BSIV,2012,150000
Maruti,Maruti Swift VDI,2018,600000
Chevrolet,Chevrolet Tavera LS B3 7 Seats BSII,2005,150000
Chevrolet,Chevrolet Optra Magnum 2.0 LS,2009,150000
Maruti,Maruti Eeco 5 Seater Standard BSIV,2019,380000
Maruti,Maruti Swift 1.3 VXi,2006,80000
Honda,Honda Civic 1.8 MT Sport,2007,225000
Tata,Tata Nano Lx BSIV,2012,75000
Tata,Tata Hexa XT 4X4,2017,1600000
Tata,Tata Indica Vista Quadrajet VX,2012,185000
Mahindra,Mahindra Scorpio 2.6 CRDe SLE,2011,425000
Tata,Tata Indica Vista Aqua 1.4 TDI,2010,100000
Maruti,Maruti Zen Estilo LXI BSIII,2008,140000
Maruti,Maruti Swift Dzire AMT ZXI Plus BS IV,2017,710000
Honda,Honda Amaze S AT i-Vtech,2015,450000
Datsun,Datsun RediGO T Option,2017,210000
Maruti,Maruti Alto K10 VXI,2016,270000
Maruti,Maruti Alto LXi,2009,110000
Maruti,Maruti Swift VXI,2018,540000
Mahindra,Mahindra Renault Logan 1.4 GLX Petrol,2008,145000
Tata,Tata Safari Storme VX,2013,360000
Hyundai,Hyundai i10 Magna LPG,2013,250000
Tata,Tata Venture EX,2012,110000
Chevrolet,Chevrolet Captiva LT,2008,250000
Ford,Ford Fiesta Classic 1.4 Duratorq CLXI,2011,150000
Chevrolet,Chevrolet Aveo U-VA 1.2 LS,2010,140000
Maruti,Maruti Ciaz Zeta BSIV,2019,925000
Tata,Tata Hexa XM,2017,969999
Hyundai,Hyundai Santro Xing GL PLUS CNG,2007,90000
Hyundai,Hyundai Santro GLS I - Euro I,2001,55000
Hyundai,Hyundai Verna CRDi,2007,155000
Mahindra,Mahindra Thar CRDe ABS,2019,900000
Maruti,Maruti Alto K10 2010-2014 VXI,2011,135000
Maruti,Maruti 800 AC,2012,180000
Hyundai,Hyundai Verna 1.6 SX,2013,495000
Toyota,Toyota Innova 2.5 V Diesel 8-seater,2009,400000
Hyundai,Hyundai Verna CRDi,2008,250000
Maruti,Maruti Alto K10 LXI,2015,138000
Honda,Honda City 1.5 V AT,2011,311000
Maruti,Maruti Alto 800 VXI,2015,190000
Mahindra,Mahindra Bolero SLX,2011,311000
Maruti,Maruti Ritz LXI,2009,300000
Honda,Honda Jazz VX,2018,600000
Mahindra,Mahindra Scorpio SLE BSIII,2009,550000
Skoda,Skoda Rapid 1.6 MPI AT Elegance Plus,2015,600000
Maruti,Maruti Alto 800 VXI,2018,195000
Tata,Tata Nano LX,2013,58000
Maruti,Maruti Alto 800 VXI,2018,183000
Maruti,Maruti Zen Estilo 1.1 VXI BSIII,2007,95000
Maruti,Maruti Wagon R LX Minor,2013,250000
Maruti,Maruti Wagon R LX Minor,2013,250000
Tata,Tata Zest Revotron 1.2 XT,2014,400000
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2012,409999
Skoda,Skoda Octavia Classic 1.9 TDI MT,2004,120000
Maruti,Maruti Swift AMT VXI,2018,600000
Honda,Honda Amaze SX i-VTEC,2016,600000
Mahindra,Mahindra XUV500 W6 2WD,2015,825000
Toyota,Toyota Etios GD,2016,625000
Hyundai,Hyundai Grand i10 Nios Magna CRDi,2020,700000
Chevrolet,Chevrolet Beat LS,2011,160000
Maruti,Maruti Alto LX,2011,114999
Maruti,Maruti Wagon R LXI Minor,2009,150000
Volkswagen,Volkswagen Jetta 1.9 L TDI,2010,250000
Hyundai,Hyundai Verna 1.6 SX,2012,390000
Renault,Renault Duster 85PS Diesel RxL,2015,650000
Hyundai,Hyundai Xcent 1.1 CRDi SX Option,2016,600000
Hyundai,Hyundai i20 1.2 Sportz,2011,250000
Hyundai,Hyundai Santro Xing GL Plus LPG,2011,229999
Maruti,Maruti Ritz LDi,2016,299000
Chevrolet,Chevrolet Cruze LTZ,2010,330000
Hyundai,Hyundai Accent Executive,2012,180000
Hyundai,Hyundai Grand i10 1.2 Kappa Asta,2017,475000
Hyundai,Hyundai Grand i10 CRDi Sportz,2015,325000
Honda,Honda City i VTEC V,2016,639000
Maruti,Maruti Celerio VXI AT,2017,415000
Hyundai,Hyundai Creta 1.6 CRDi AT SX Plus,2016,1199000
Maruti,Maruti Ertiga VXI CNG,2013,525000
Hyundai,Hyundai Verna 1.6 SX VTVT,2013,425000
Maruti,Maruti Vitara Brezza VDi,2016,699000
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2013,325000
Toyota,Toyota Etios V,2011,275000
Volkswagen,Volkswagen Vento Petrol Highline AT,2011,269000
Volkswagen,Volkswagen Polo Diesel Highline 1.2L,2013,399000
Mahindra,Mahindra KUV 100 mFALCON D75 K8,2017,475000
Toyota,Toyota Etios V,2011,249000
Audi,Audi A4 New  2.0 TDI Multitronic,2014,1549000
Volkswagen,Volkswagen Polo Petrol Highline 1.2L,2011,254999
Skoda,Skoda Rapid 1.6 MPI Active,2012,269000
Maruti,Maruti Ertiga ZDI,2014,665000
Maruti,Maruti Wagon R Stingray LXI,2014,299000
Hyundai,Hyundai i20 Asta,2010,265000
Volkswagen,Volkswagen Polo Petrol Highline 1.2L,2010,211000
Skoda,Skoda Superb 1.8 TSI,2013,599000
Tata,Tata Indigo LS,2007,55000
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2014,550000
Land,Land Rover Discovery Sport TD4 HSE 7S,2018,4000000
Tata,Tata Sumo GX TC 8 Str,2010,220000
Maruti,Maruti Swift VXI,2019,500000
Maruti,Maruti Alto LXi,2010,140000
Maruti,Maruti Swift VDI,2013,325000
Hyundai,Hyundai i20 Magna,2010,210000
Maruti,Maruti Alto LXi,2008,110000
Hyundai,Hyundai Verna CRDi 1.6 SX Option,2019,1200000
Maruti,Maruti Alto 800 VXI,2017,229999
Maruti,Maruti SX4 Vxi BSIV,2012,225000
Maruti,Maruti Alto 800 LXI,2006,165000
Tata,Tata Tiago XZA AMT,2018,525000
Hyundai,Hyundai EON Era Plus,2018,325000
Toyota,Toyota Innova Crysta 2.4 VX MT BSIV,2018,1500000
Hyundai,Hyundai Grand i10 AT Asta,2015,400000
Maruti,Maruti Ciaz VXi,2015,550000
Maruti,Maruti 800 Std,2003,98000
Mahindra,Mahindra XUV500 W8 4WD,2013,900000
Renault,Renault Lodgy 85PS RxL,2017,700000
Mahindra,Mahindra Scorpio S6 Plus 7 Seater,2015,890000
Maruti,Maruti Swift LDI BSIV,2015,490000
Hyundai,Hyundai i20 2015-2017 Magna 1.2,2015,525000
Maruti,Maruti Wagon R LXI BS IV,2013,330000
Mahindra,Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,550000
Mahindra,Mahindra Bolero Power Plus SLX,2018,790000
Honda,Honda Brio S MT,2015,350000
Toyota,Toyota Innova Crysta 2.8 ZX AT BSIV,2017,1700000
Maruti,Maruti Ciaz VDI SHVS,2017,750000
Honda,Honda Amaze EX i-Dtech,2014,409999
Hyundai,Hyundai EON Magna Plus,2016,220000
Tata,Tata Indica GLS BS IV,2009,68000
Hyundai,Hyundai EON Era Plus,2017,290000
Honda,Honda City i DTec SV,2014,600000
Maruti,Maruti Swift LXI,2019,470000
Hyundai,Hyundai i10 Sportz 1.2,2008,150000
Maruti,Maruti Alto 800 LXI,2014,180000
Maruti,Maruti Zen LXI,2006,80000
Honda,Honda WR-V i-VTEC VX,2018,875000
Maruti,Maruti Alto 800 LXI,2019,300000
Toyota,Toyota Fortuner 2.8 2WD AT BSIV,2017,2800000
Toyota,Toyota Innova Crysta 2.4 ZX MT,2017,1330000
Volkswagen,Volkswagen Polo 1.5 TDI Trendline,2011,220000
Mahindra,Mahindra Verito Vibe 1.5 dCi D4,2013,250000
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater,2016,919999
Volkswagen,Volkswagen Vento Magnific 1.6 Highline,2013,380000
Maruti,Maruti Swift VDI,2012,450000
Hyundai,Hyundai Verna 1.6 VTVT AT S Option,2016,770000
Maruti,Maruti Swift Dzire LDI,2018,550000
Tata,Tata New Safari DICOR 2.2 GX 4x2,2011,320000
Maruti,Maruti SX4 Vxi BSIV,2013,400000
Maruti,Maruti Celerio VXI AT,2017,450000
Maruti,Maruti SX4 ZDI,2011,220000
Mahindra,Mahindra XUV500 W8 2WD,2012,400000
Hyundai,Hyundai Verna 1.6 SX VTVT (O),2013,530000
Maruti,Maruti Swift Dzire VDI,2014,390000
Fiat,Fiat Grande Punto 1.3 Dynamic (Diesel),2012,185000
Maruti,Maruti SX4 Vxi BSIV,2012,300000
Maruti,Maruti Swift VDI BSIV,2014,575000
Maruti,Maruti Wagon R Stingray VXI,2014,300000
Toyota,Toyota Etios Liva 1.4 VD,2017,425000
Hyundai,Hyundai Xcent 1.2 Kappa SX,2016,350000
Honda,Honda Amaze VX O iDTEC,2017,550000
Maruti,Maruti Ciaz 1.4 AT Zeta,2017,500000
Mahindra,Mahindra Scorpio S4 4WD,2015,600000
Mahindra,Mahindra Quanto C8,2013,300000
Hyundai,Hyundai Verna CRDi 1.6 SX Option,2018,1150000
Maruti,Maruti Swift 1.3 VXI ABS,2015,475000
Maruti,Maruti Wagon R LXI,2011,260000
Ford,Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,350000
Mahindra,Mahindra XUV500 W8 2WD,2013,750000
Maruti,Maruti Wagon R LXI,2009,180000
Renault,Renault KWID Climber 1.0 AMT BSIV,2017,350000
Maruti,Maruti Swift Dzire VDI,2017,611000
Renault,Renault KWID RXL BSIV,2017,325000
Hyundai,Hyundai EON 1.0 Era Plus,2012,225000
Maruti,Maruti Wagon R AMT VXI,2014,300000
Mahindra,Mahindra Bolero Power Plus SLX,2017,400000
Mahindra,Mahindra XUV500 W8 2WD,2012,711000
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,851000
Maruti,Maruti Ertiga VXI,2014,500000
Toyota,Toyota Innova 2.5 G4 Diesel 8-seater,2007,250000
Maruti,Maruti Alto 800 VXI,2017,150000
Mahindra,Mahindra Scorpio 1.99 S10,2016,610000
Mahindra,Mahindra KUV 100 G80 K2,2018,450000
Hyundai,Hyundai i20 1.4 Asta Option,2017,744000
Chevrolet,Chevrolet Spark 1.0,2008,120000
Renault,Renault KWID RXL,2016,220000
Maruti,Maruti Ertiga ZDI,2012,480000
Maruti,Maruti Celerio ZXI Optional AMT BSIV,2017,370000
Fiat,Fiat Palio D 1.9 EL PS,2003,55000
Hyundai,Hyundai EON Magna Plus,2013,125000
Hyundai,Hyundai Verna 1.6 CRDI,2011,260000
Fiat,Fiat Linea Classic 1.3 Multijet,2015,350000
Maruti,Maruti Alto 800 CNG LXI,2012,170000
Hyundai,Hyundai Grand i10 Sportz,2015,350000
Maruti,Maruti Swift Dzire VXi,2009,250000
Tata,Tata Indigo CR4,2013,170000
Mahindra,Mahindra Scorpio S11 BSIV,2018,1300000
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,550000
Honda,Honda Brio 1.2 S MT,2017,400000
Tata,Tata Nano Lx,2011,120000
Tata,Tata Nano Lx,2011,120000
Ford,Ford Figo Petrol Titanium,2010,275000
Tata,Tata Zest Revotron 1.2T XE,2016,285000
Hyundai,Hyundai Creta 1.4 CRDi Base,2016,900000
Mercedes-Benz,Mercedes-Benz M-Class ML 350 CDI,2014,2500000
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2013,620000
Toyota,Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018,1700000
Ford,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2018,650000
Maruti,Maruti Ertiga VXI,2014,500000
Tata,Tata New Safari DICOR 2.2 EX 4x4,2009,250000
Mahindra,Mahindra Marazzo M4,2018,950000
Toyota,Toyota Etios Cross 1.2L G,2015,320000
Renault,Renault Duster 110PS Diesel RxZ,2013,450000
Mahindra,Mahindra KUV 100 mFALCON D75 K8 AW,2016,350000
Maruti,Maruti Swift Dzire VXI,2015,400000
Maruti,Maruti Omni MPI STD BSIV,2018,200000
Hyundai,Hyundai i20 Asta 1.4 CRDi (Diesel),2009,250000
Toyota,Toyota Innova 2.0 GX 8 STR BSIV,2011,550000
Maruti,Maruti Zen LXI,1999,85000
Hyundai,Hyundai Santro LP zipPlus,2001,52000
Tata,Tata Hexa XTA,2017,1200000
Hyundai,Hyundai Verna 1.6 SX VTVT AT,2011,450000
Maruti,Maruti Swift Dzire VXI 1.2 BS IV,2018,615000
Maruti,Maruti SX4 ZDI Leather,2012,400000
Tata,Tata Nano LX,2013,60000
Maruti,Maruti Ignis 1.2 Alpha BSIV,2017,500000
Honda,Honda Mobilio V i VTEC,2015,600000
Hyundai,Hyundai Getz 1.3 GVS,2010,110000
Hyundai,Hyundai Santro Xing GL Plus,2013,175000
Ford,Ford Fiesta Titanium 1.5 TDCi,2011,325000
Maruti,Maruti Swift Dzire LDI,2017,425000
Hyundai,Hyundai Accent GLE CNG,2009,160000
Maruti,Maruti Zen Estilo LXI BSIII,2007,100000
Maruti,Maruti Swift Dzire LDI,2014,390000
Hyundai,Hyundai i20 1.2 Spotz,2017,400000
Tata,Tata Tigor 1.2 Revotron XM,2018,509999
Hyundai,Hyundai i10 Magna 1.1,2008,150000
Hyundai,Hyundai Santro Xing GLS,2009,110000
Nissan,Nissan Sunny Diesel XV,2013,450000
Hyundai,Hyundai i20 1.2 Spotz,2017,400000
Hyundai,Hyundai Santro Xing GLS,2009,140000
Tata,Tata Indigo CR4,2011,130000
Maruti,Maruti Alto 800 LXI,2017,160000
Maruti,Maruti Alto 800 LXI,2016,150000
Mahindra,Mahindra XUV500 W8 2WD,2013,500000
Tata,Tata Nano Std,2011,40000
Chevrolet,Chevrolet Tavera LT L1 7 Seats BSIII,2006,140000
Mahindra,Mahindra Verito 1.5 D2 BSIV,2015,227000
Maruti,Maruti Swift VDI,2011,285000
Maruti,Maruti Alto LX,2012,155000
Hyundai,Hyundai EON D Lite,2016,210000
Maruti,Maruti Alto LXi,2009,140000
Toyota,Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,940000
Nissan,Nissan Terrano XV Premium 110 PS,2013,750000
Maruti,Maruti Baleno Alpha 1.3,2016,610000
Nissan,Nissan Sunny XV D Premium Leather,2015,450000
Toyota,Toyota Etios Liva GD,2012,409999
Hyundai,Hyundai EON 1.0 Era Plus,2018,100000
Renault,Renault KWID 1.0 RXT Optional,2018,300000
Mahindra,Mahindra Bolero 2011-2019 SLX,2013,400000
Hyundai,Hyundai i10 Sportz 1.2,2010,210000
Hyundai,Hyundai Santro Xing XG eRLX Euro III,2006,90000
Maruti,Maruti Wagon R LXI BS IV,2010,222000
Maruti,Maruti Alto 800 LXI,2015,240000
Toyota,Toyota Etios Liva GD,2013,450000
Renault,Renault Duster 85PS Diesel RxL,2013,450000
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,2018,3800000
Audi,Audi A4 3.0 TDI Quattro,2013,1580000
BMW,BMW X5 xDrive 30d xLine,2019,4950000
Hyundai,Hyundai Creta 1.6 CRDi SX,2016,535000
Maruti,Maruti SX4 Vxi BSIV,2012,225000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000
Maruti,Maruti Swift ZXI BSIV,2016,670000
Maruti,Maruti Ertiga VXI,2015,625000
Hyundai,Hyundai Grand i10 Magna AT,2017,520000
Chevrolet,Chevrolet Beat LT Option,2016,239000
Toyota,Toyota Fortuner 4x2 AT,2017,2600000
Maruti,Maruti S-Cross Zeta DDiS 200 SH,2015,750000
Hyundai,Hyundai i10 Magna,2012,229999
Audi,Audi A6 2.0 TDI Premium Plus,2013,1300000
Hyundai,Hyundai Santro GS,2005,80000
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000
Hyundai,Hyundai Verna 1.6 VTVT SX,2015,760000
Maruti,Maruti Swift Dzire VDI,2017,600000
Renault,Renault Duster 85PS Diesel RxL,2013,450000
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,2018,3800000
Audi,Audi A4 3.0 TDI Quattro,2013,1580000
BMW,BMW X5 xDrive 30d xLine,2019,4950000
Hyundai,Hyundai Creta 1.6 CRDi SX,2016,535000
Maruti,Maruti SX4 Vxi BSIV,2012,225000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000
Maruti,Maruti Swift ZXI BSIV,2016,670000
Maruti,Maruti Ertiga VXI,2015,625000
Hyundai,Hyundai Grand i10 Magna AT,2017,520000
Chevrolet,Chevrolet Beat LT Option,2016,239000
Toyota,Toyota Fortuner 4x2 AT,2017,2600000
Maruti,Maruti S-Cross Zeta DDiS 200 SH,2015,750000
Hyundai,Hyundai i10 Magna,2012,229999
Audi,Audi A6 2.0 TDI Premium Plus,2013,1300000
Hyundai,Hyundai Santro GS,2005,80000
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000
Hyundai,Hyundai Verna 1.6 VTVT SX,2015,760000
Maruti,Maruti Swift Dzire VDI,2017,600000
Volkswagen,Volkswagen Jetta 2.0L TDI Highline AT,2012,735000
Tata,Tata Indica Vista Quadrajet 90 VX,2012,285000
Honda,Honda City VX MT,2010,350000
Volkswagen,Volkswagen Jetta 1.9 Highline TDI,2010,290000
Volkswagen,Volkswagen Vento 1.5 TDI Highline Plus AT,2017,890000
Honda,Honda Jazz VX,2011,385000
Maruti,Maruti Eeco 5 Seater AC BSIV,2017,425000
Maruti,Maruti Wagon R VXI AMT1.2BSIV,2017,525000
Hyundai,Hyundai Grand i10 Asta,2017,550000
Volkswagen,Volkswagen Polo 1.0 MPI Trendline,2012,271000
Hyundai,Hyundai Creta 1.6 CRDi SX Option,2018,1490000
Hyundai,Hyundai Grand i10 Asta Option,2015,490000
Hyundai,Hyundai EON Era Plus,2014,260000
Hyundai,Hyundai Xcent 1.1 CRDi SX Option,2014,455000
Tata,Tata Nano Lx BSIV,2010,75000
Toyota,Toyota Etios Cross 1.2L G,2015,421000
Maruti,Maruti Swift DDiS LDI,2016,550000
Hyundai,Hyundai i10 Sportz 1.2 AT,2013,330000
Volkswagen,Volkswagen Vento 1.5 TDI Comfortline,2012,390000
Skoda,Skoda Rapid 1.5 TDI AT Ambition,2015,599000
Hyundai,Hyundai Getz GLE,2007,110000
Renault,Renault KWID RXT Optional,2016,250000
Mahindra,Mahindra Scorpio M2DI,2012,600000
Ford,Ford Endeavour XLT TDCi 4X2,2008,280000
Audi,Audi Q3 35 TDI Quattro Technology,2018,2700000
Mahindra,Mahindra Renault Logan 1.4 GLX Petrol,2008,80000
Maruti,Maruti Alto K10 VXI,2019,350000
Maruti,Maruti Swift VDI BSIV,2015,475000
Audi,Audi A5 Sportback,2020,4700000
Maruti,Maruti Swift Dzire VDI,2018,500000
Chevrolet,Chevrolet Sail Hatchback 1.3 TCDi LT ABS,2014,250000
Hyundai,Hyundai Accent CRDi,2005,100000
Maruti,Maruti Alto K10 VXI Airbag,2019,350000
BMW,BMW 7 Series Signature 730Ld,2014,4000000
Toyota,Toyota Camry 2.5 Hybrid,2017,1900000
Hyundai,Hyundai Santro Xing XG,2005,95000
Hyundai,Hyundai Grand i10 CRDi Sportz,2015,409999
Mahindra,Mahindra XUV500 W5 BSIV,2018,1050000
Maruti,Maruti Alto K10 VXI,2017,320000
Mahindra,Mahindra XUV300 W8 Option Diesel BSIV,2019,1000000
